,listing_id,id,date,reviewer_id,reviewer_name,comments
14112,46894493,1732808678,2023-02-12,289153824,Matthew,"Dan was courteous and responsive, and the place was beautiful! Definitely recommend!"
10560,35914565,652800739,2020-08-17,168421662,Jailene,"Diana’s place was great. However, cleaning wasn’t completely done when we got there (4pm check-in time). <br/>Diana did extend our checkout time which was nice! But it made no difference the cleaning lady was knocking on our door by 11am (normal check out time)."
13553,45528939,769849729,2021-06-13,44345729,Jasmine,"It was a pleasure staying here! The unit was very neat and clean. The spiral staircase was such a great touch. My favorite part was the bedroom area, it was so comfortable and cozy. The neighbor was quite. Easy to find street parking. Close to a bunch of restaurants and bars. I would highly recommend staying here!"
8137,28722270,738613375,2021-03-13,34842323,Lydia,"Earl was super responsive and accommodated a last minute trip. Super cute place - clean, cozy and convenient."
15237,50207226,-2050403680,2021-08-17,893567,Nikki,Good host and clean place.
13219,44265426,1909338626,2023-05-27,56280514,Jack,"Perfect space for a quick stay in Albany.  Great location next to the park, and within walking distance to downtown.  Lloyd’s place was exactly as described and we couldn’t have asked for more during our stay."
1632,9005989,184442251,2017-08-19,23627314,Randy,Cutest little basement apartment I've ever stayed in! Definitely will stay again. The bed is very comfortable!
21524,1229756387,-487139409,2023-08-06,18156556,Rachel,"My stay at Maria’s place was fantastic! It looks just like the photos. Check in was easy with keyless entry. There were wonderful special touches such as the coffee bar, bath amenities and laundry. It is walking distance to great restaurants! I will be staying again."
18433,2127970511,528351537,2023-01-09,1237139,Neal And Mathew,"This place was inexpensive and clean but it needs updating. Bathroom is a little crusty, dining chairs are wobbly and need tightening, a closet door that doesn’t close, windows are grimy, and the furniture and bedding felt a little cheap.  I appreciated the hosts’ prompt communications and early check in but I wouldn’t stay here again.  The space felt unloved."
878,5651579,-724662896,2023-10-27,500065827,Becky,Gregg is great! The place was squeaky clean with all the basic amenities. You can’t beat the location if your plan is to visit the Capital Center!<br/>   I’ve stayed at Gregg’s Air BnB before and I hope to stay there again!
11794,39873571,573909360,2023-08-25,22218016,Ling,Beautifully appointed apartment with tasteful touches. We were able to sign in to our Netflix account and watch some shows. The entire apartment is big and spacious and temperature nicely controlled. We appreciated the snacks after a long day of travel - a welcoming touch.
11966,40828178,741474668,2021-03-22,23885702,Archer,CLEAN and cozy space with everything you could ask for. FANTASTIC HOST!
13662,45529316,1441261987,2022-02-06,384747931,Milton,Very nice I stayed here two times and it was great both times
9902,33558235,734084211,2021-02-24,355192939,Sam,"Earls place is much bigger than expected, the pictures don’t do justice. The quality was great and earls communication was fantastic. Definitely would recommend!"
8709,28868857,-81251935,2021-09-06,7079047,Steve,"Earl's unit was just what I needed as a convenient place to crash in Albany. As it turned out, I had to change plans last minute and only spend one night instead of two as planned and didn't find out until I work up after my first night. Earl was very accommodating to help me with my sudden change of plans and credit me for the second night when I couldn't stay."
2796,10768745,635113987,2020-07-05,152478307,Wojtek,Lovely place!
20124,22112330,-772453632,2023-07-06,362575515,Tsering,"Did not have basic condiments like salt, sugar, and teas, and not enough utensils, had to do my own shopping for that. Porch could have been little cleaner. Other than that it was a good stay for me and friends. Host was very responsive to messages."
21023,-1906869031,416791070,2023-03-26,275639075,Shalli,Craig was wonderful and their place was perfect!
12936,44180048,-340991952,2023-07-18,526288301,Heather,"I only stayed one night at Lloyd's beautiful historic studio! the most beautiful mahogany furniture, stained glass windows, and literally sits on the park. would definitely stay again"
72,1489424,56263878,2015-12-11,24638444,Andy,MET Dan on arrival showed me around and he said he would be home later and was an early riser.Instructed to just lock door when I left.NEVER sleep in however to my supreme awoke to barking dog and when I pulled up shade was 10 am .Great nite sleep very pleasant neighborhood. Felt like a family friend totally had whole house to myself.Very pleasant to find people who trust in the goodness of others.If need to stay over in Albany will book adain.Namaste Andy
1402,8915877,112761442,2016-11-07,2761281,Shereen,"I've stayed at Molly's multiple times and not only is it comfortable, cozy and extremely clean, Molly is generous and an excellent host. The apartment is in a great location and there's always parking close by.  "
3668,13083497,527305256,2019-09-10,269835505,Cheryll,"As a first time client of airbnb, I have nothing to compare it from but 1 thing I am sure about was that we were very satisfied with our stay in this place. It was very clean and organized, very spacious as well and the owner was very quick to respond to our queries. I highly recommend this place."
4978,20633175,718364496,2020-12-26,346605072,Fabio,The place is very nice and well decorated and the pictures don't do justice to the coziness and actual space of the apartment. James was also very diligent in answering questions.
3686,13083497,647023477,2020-08-05,164490847,Mark,"This is a huge home at a great price overlooking a creek with a deck in a beautiful area. Staying here was just what we needed during our travels. With such amazing value, I even wondered if it was a share when we walked in but it was all ours! Buddha is in the garden and treats his guests with all the house a family could need. THANKS AGAIN!"
11506,39864828,-135694658,2021-09-20,32880220,Daniel,The place was great!  Very spacious with great places to sit and relax. The kitchen was fully furnished.  A 1 minute walk to a couple bars and restaurants where we were able to get a couple drinks and a bite to eat. The corn hole set-up was a fun way to end the night back at the place. A 15 minute drive to the airport made our last night in Albany a fun and convenient one. Would recommend to anyone.
